1454740480.65,192.168.0.29,0,1454740480.7,2,1454740480.7,0.000897169113159
1454740480.89,192.168.0.29,0,1454740480.89,2,1454740480.93,0.0380461215973
1454740484.67,192.168.0.29,0,1454740484.64,2,1454740484.66,0.0195789337158
1454740485.78,192.168.0.29,0,1454740485.8,2,1454740485.83,0.0317709445953
1454740481.75,192.168.0.29,0,1454740481.73,2,1454740481.75,0.0183439254761
1454740489.8,192.168.0.29,0,1454740489.76,2,1454740489.78,0.0263180732727
1454740490.81,192.168.0.29,0,1454740490.76,2,1454740490.8,0.0351760387421
1454740493.83,192.168.0.29,0,1454740493.81,2,1454740493.82,0.00890612602234
1454740494.84,192.168.0.29,0,1454740494.84,2,1454740494.84,0.00080394744873
1454740499.77,192.168.0.29,0,1454740499.72,2,1454740499.75,0.0283801555634
1454740500.35,192.168.0.29,0,1454740500.31,2,1454740500.34,0.0292298793793
1454740501.89,192.168.0.29,0,1454740501.9,2,1454740501.9,0.00092601776123
1454740502.84,192.168.0.29,0,1454740502.82,2,1454740502.83,0.00119519233704
1454740503.9,192.168.0.29,0,1454740503.85,2,1454740503.9,0.0427210330963
1454740505.91,192.168.0.29,0,1454740505.89,2,1454740505.96,0.0642488002777
1454740506.92,192.168.0.29,0,1454740506.93,2,1454740506.96,0.032458782196
1454740511.95,192.168.0.29,0,1454740511.93,2,1454740511.94,0.00689911842346
1454740512.89,192.168.0.29,0,1454740512.88,2,1454740512.88,0.000720024108887
1454740513.9,192.168.0.29,0,1454740513.85,2,1454740513.89,0.0345120429993
1454740514.97,192.168.0.29,0,1454740515.01,2,1454740515.01,0.00219297409058
1454740571.37,192.168.0.29,0,1454740571.33,2,1454740571.47,0.139930963516
1454740516.99,192.168.0.29,0,1454740516.95,2,1454740516.99,0.0329720973969
1454740517.92,192.168.0.29,0,1454740517.98,2,1454740517.99,0.000953912734985
1454740518.33,192.168.0.29,0,1454740518.28,2,1454740518.32,0.0323510169983
1454740520.01,192.168.0.29,0,1454740520.02,2,1454740520.02,0.00141406059265
1454740521.02,192.168.0.29,0,1454740521.05,2,1454740521.05,0.00179505348206
1454740591.51,192.168.0.29,0,1454740591.52,2,1454740591.58,0.0622990131378
1454740523.95,192.168.0.29,0,1454740523.91,2,1454740523.93,0.0248889923096
1454740524.04,192.168.0.29,0,1454740523.99,2,1454740524.02,0.0294439792633
1454740526.05,192.168.0.29,0,1454740526.02,2,1454740526.08,0.0683748722076
1454740527.08,192.168.0.29,0,1454740527.07,2,1454740527.11,0.0456020832062
1454740532.1,192.168.0.29,0,1454740532.05,2,1454740532.12,0.0700011253357
1454740574.4,192.168.0.29,0,1454740574.35,2,1454740574.41,0.0616989135742
1454740535.12,192.168.0.29,0,1454740535.18,2,1454740535.18,0.00133991241455
1454740537.14,192.168.0.29,0,1454740537.11,2,1454740537.14,0.0367119312286
1454740538.14,192.168.0.29,0,1454740538.15,2,1454740538.15,0.00214004516602
1454740599.59,192.168.0.29,0,1454740599.69,2,1454740599.69,0.00137901306152
1454740540.15,192.168.0.29,0,1454740540.1,2,1454740540.18,0.0782408714294
1454740541.06,192.168.0.29,0,1454740541.02,2,1454740541.07,0.0499939918518
1454740542.07,192.168.0.29,0,1454740542.05,2,1454740542.08,0.0290338993073
1454740543.03,192.168.0.29,0,1454740543.06,2,1454740543.07,0.0010781288147
1454740545.2,192.168.0.29,0,1454740545.21,2,1454740545.22,0.00194716453552
1454740546.22,192.168.0.29,0,1454740546.19,2,1454740546.25,0.0539808273315
1454740548.11,192.168.0.29,0,1454740548.08,2,1454740548.1,0.0167419910431
1454740577.41,192.168.0.29,0,1454740577.36,2,1454740577.4,0.0407180786133
1454740487.79,192.168.0.29,0,1454740487.77,2,1454740487.78,0.0120038986206
1454740553.14,192.168.0.29,0,1454740553.11,2,1454740553.13,0.0197629928589
1454740554.16,192.168.0.29,0,1454740554.14,2,1454740554.18,0.0382761955261
1454740555.27,192.168.0.29,0,1454740555.24,2,1454740555.3,0.0577750205994
1454740556.3,192.168.0.29,0,1454740556.32,2,1454740556.36,0.0397660732269
1454740557.29,192.168.0.29,0,1454740557.26,2,1454740557.3,0.0428268909454
1454740558.29,192.168.0.29,0,1454740558.25,2,1454740558.29,0.0404050350189
1454740560.19,192.168.0.29,0,1454740560.15,2,1454740560.2,0.0483272075653
1454740561.3,192.168.0.29,0,1454740561.26,2,1454740561.32,0.0679619312286
1454740562.31,192.168.0.29,0,1454740562.26,2,1454740562.33,0.0618159770966
1454740564.33,192.168.0.29,0,1454740564.27,2,1454740564.33,0.0572578907013
1454740565.23,192.168.0.29,0,1454740565.19,2,1454740565.26,0.0720992088318
1454740566.33,192.168.0.29,0,1454740566.3,2,1454740566.32,0.0235531330109
1454740567.34,192.168.0.29,0,1454740567.36,2,1454740567.39,0.0359299182892
1454740569.35,192.168.0.29,0,1454740569.3,2,1454740569.34,0.0427279472351
1454740570.25,192.168.0.29,0,1454740570.3,2,1454740570.3,0.00156784057617
1454740571.26,192.168.0.29,0,1454740571.22,2,1454740571.29,0.0718069076538
1454740572.38,192.168.0.29,0,1454740572.36,2,1454740572.39,0.0333180427551
1454740574.39,192.168.0.29,0,1454740574.34,2,1454740574.37,0.0257978439331
1454740575.4,192.168.0.29,0,1454740575.42,2,1454740575.42,0.00219702720642
1454740577.29,192.168.0.29,0,1454740577.27,2,1454740577.32,0.05601811409
1454740578.3,192.168.0.29,0,1454740578.25,2,1454740578.28,0.0351059436798
1454740579.42,192.168.0.29,0,1454740579.42,2,1454740579.42,0.0051851272583
1454740578.41,192.168.0.29,0,1454740578.36,2,1454740578.41,0.0455119609833
1454740584.28,192.168.0.29,0,1454740584.25,2,1454740584.31,0.0560269355774
1454740585.45,192.168.0.29,0,1454740585.46,2,1454740585.46,0.0021800994873
1454740586.46,192.168.0.29,0,1454740586.48,2,1454740586.49,0.00872397422791
